group;date;source;text_lower;Comment;Обещание;Проверяемость;Конкретность;Выполнение;Тема
kprf;2021-07-01;Программа партии;запрет на принятие любых законов и решений, усугубляющих социальное неравенство;;1;1;0;0;Социальная политика
kprf;2021-07-01;Программа партии;Гарантировать молодежи первое рабочее место;;1;1;0;0.5;Труд и занятость
kprf;2021-07-01;Программа партии;использовать механизм отзыва депутатов, нарушающих предвыборные обещания;;1;1;1;0;Политическое устройство
kprf;2021-07-01;Программа партии;за суровое наказание для тех, кто издевается над волеизъявлением граждан, ворует голоса на выборах и фальсифицирует их итоги;;1;1;0;0.5;Правопорядок и безопасность
ldpr;2021-06-25;Программа партии;создать специальные места для беспрепятственного собрания граждан, чтобы представители власти слышали мнение народа;;1;1;0;0;Политическое устройство
ldpr;2021-06-25;Программа партии;избирать судей на свободных выборах;;1;1;1;0;Правопорядок и безопасность
ldpr;2021-06-25;Программа партии;обеспечить реальную независимость судов всех уровней;;1;1;0;0;Правопорядок и безопасность
ldpr;2021-06-25;Программа партии;расширить функции госсовета, который должен принимать стратегические решения;;1;1;1;1;Правопорядок и безопасность
ldpr;2021-06-25;Программа партии;вместо главы счетной палаты ввести должность главного проверяющего россии;;1;1;1;0;Экономика и инфраструктура
ldpr;2021-06-25;Программа партии;бесплатно лечить бесплодие;;1;1;1;1;Здравоохранение
ldpr;2021-06-25;Программа партии;ввести ограничение на количество мандатов для одной партии в представительных органах власти всех уровней — не более 40%;;1;1;1;0;Политическое устройство
ldpr;2021-06-25;Программа партии;все алименты выплачивать из федерального бюджета, а не из кармана родителей — не менее 25% от средней заработной платы в регионе;;1;1;1;0;Социальная политика
ldpr;2021-06-25;Программа партии;отменить антирусскую политическую статью 282 уголовного кодекса;;1;1;1;0.5;Правопорядок и безопасность
ldpr;2021-06-25;Программа партии;установить минимальный размер оплаты труда — 20 тысяч рублей;;1;1;1;1;Социальная политика
ldpr;2021-06-25;Программа партии;освободить от налога на доходы физических лиц, если заработная плата не более 30 тысяч рублей;;1;1;1;0.5;Социальная политика
ldpr;2021-06-25;Программа партии;запретить давать кредит под залог единственного жилья;;1;1;1;0;Социальная политика
ldpr;2021-06-25;Программа партии;создать систему государственного строительства жилья;;1;1;1;0;Социальная политика
ldpr;2021-06-25;Программа партии;освободить от налогов бизнес в сфере образования, науки и производства;;1;1;1;0;Образование
ldpr;2021-06-25;Программа партии;запретить ввоз гмо и вернуть госты;;1;1;1;0.5;Здравоохранение
ldpr;2021-06-25;Программа партии;запретить рекламу любой еды;Только смеси детские;1;1;1;0.5;Здравоохранение
ldpr;2021-06-25;Программа партии;ликвидировать свалки мусора;;1;1;0;1;Экология
ldpr;2021-06-25;Программа партии;прекратить вырубку городских парков;;1;1;1;0;Экология
ldpr;2021-06-25;Программа партии;внести в лесной реестр все данные о городских зеленых насаждениях;;1;1;1;0;Экология
ldpr;2021-06-25;Программа партии;ввести госмонополию на алкоголь;;1;1;1;0.5;Экономика и инфраструктура
ldpr;2021-06-25;Программа партии;ввести госмонополию на сахар;;1;1;1;0.5;Экономика и инфраструктура
ldpr;2021-06-25;Программа партии;предусмотреть налоговые льготы для перевода бизнеса из мегаполисов в малые города;;1;1;1;1;Экономика и инфраструктура
ldpr;2021-06-25;Программа партии;снизить банковскую кредитную ставку для физических лиц до 5%, ставки для бизнеса до 2–3%, ставки для сельскохозяйственного бизнеса до 1– 2% с отсрочкой платежа до продажи урожая;;1;1;1;0.5;Экономика и инфраструктура
ldpr;2021-06-25;Программа партии;не взимать налоги с малого бизнеса в течение трех лет с начала работы;;1;1;1;0;Экономика и инфраструктура
sprav_ross;2021-06-26;Программа партии;усовершенствовать систему грантовой поддержки с целью исключения случаев финансирования государством некачественных творческих проектов;;1;1;0;0;Экономика и инфраструктура
sprav_ross;2021-06-26;Программа партии;защитить государственные интересы, права граждан на территории рунета, создать систему хранения архива текстовых и аудио-визуальных результатов творческой деятельности граждан рф в сети рунет на территории россии;;1;1;0;0;Цифровизация
sprav_ross;2021-06-26;Программа партии;ввести ежемесячный день бесплатного посещения музеев для всех граждан россии;;1;1;1;0;Социальная политика
sprav_ross;2021-06-26;Программа партии;помочь погасить государством ипотечные кредиты при рождении трёх и более детей;о прогрессивных выплатах семьям на погашение ипотеки при рождении детей;1;1;1;0.5;Социальная политика
sprav_ross;2021-06-26;Программа партии;повысить стипендии для студентов до уровня прожиточного минимума;;1;1;1;0.5;Социальная политика
sprav_ross;2021-06-26;Программа партии;ввести почасовую оплату труда в размере не ниже 300 рублей;150 - проголосовали за;1;1;1;0.5;Труд и занятость
sprav_ross;2021-06-26;Программа партии;жестко наказывать работодателей за эксплуатацию трудящихся, работающих без оформления официальных контрактов;;1;1;1;0;Труд и занятость
sprav_ross;2021-06-26;Программа партии;приравнять педагогов и медиков по статусу к государственным служащим по объему предоставляемых социальных и трудовых гарантий;;1;1;1;0.5;Социальная политика
sprav_ross;2021-06-26;Программа партии;установление статуса ветеранов боевых действий для всех граждан, принимавших участие в боевых действиях;;1;1;1;0.5;Социальная политика
sprav_ross;2021-06-26;Программа партии;отмена налогового маневра в нефтяной отрасли ;;1;1;1;0.5;Экономика и инфраструктура
sprav_ross;2021-06-26;Программа партии;освобождение от всех налогов самозанятых граждан, индивидуальных предпринимателей и малого бизнеса, развитие всех форм кооперации;;1;1;1;0.5;Экономика и инфраструктура
sprav_ross;2021-06-26;Программа партии;повышение гарантий судебной защиты для бизнеса в случае его преследования по уголовным мотивам;;1;1;0;0;Экономика и инфраструктура
sprav_ross;2021-06-26;Программа партии;возврат в лес хозяина – лесника, восстановление сгоревших и уничтоженных лесов;;1;1;1;0;Экология
sprav_ross;2021-06-26;Программа партии;введение серьёзных наказаний для виновников природных пожаров;;1;1;1;0;Экология
sprav_ross;2021-06-26;Программа партии;переход от свалок к переработке мусора: платить за переработку должны не рядовые граждане, а корпорации – главные виновники его появления;;1;1;1;0.5;Экология
sprav_ross;2021-06-26;Программа партии;введение высшей меры наказания для террористов и их пособников;Сергей Миронов направил официальное обращение Президенту России Владимиру Путину по вопросу пересмотра правовой позиции решений Конституционного суда в отношении возможности назначения и приведения в исполнение наказания в виде смертной казни.;1;1;1;0.5;Правопорядок и безопасность
sprav_ross;2021-06-26;Программа партии;введение высшей меры наказания для серийных убийц ;;1;1;1;0.5;Правопорядок и безопасность
sprav_ross;2021-06-26;Программа партии;приравнивание коррупции и расхищения государственного имущества к государственной измене;;1;1;1;0;Правопорядок и безопасность
sprav_ross;2021-06-26;Программа партии;поддержка предприятий, использующих зелёную технологию, повсеместное внедрение передовых научных разработок, позволяющих развивать экономику без ущерба природе;;1;1;0;0.5;Экология
sprav_ross;2021-06-26;Программа партии;запрет на вывоз леса-кругляка за пределы россии ;;1;1;1;1;Экология
sprav_ross;;Программа партии;возврат гражданам утерянных вкладов сбербанка ссср ;Предложила механизм и не поддержит законопроект Правительства об очередной заморозке выплат, а будет настаивать на реализации собственных предложений, подчеркнул парламентарий;1;1;1;0.5;Экономика и инфраструктура
sprav_ross;2021-06-26;Программа партии;закрепить принцип бесплатной выдачи населению лекарств в периоды эпидемий и кризисных ситуаций;;1;1;1;0;Здравоохранение
